mol_id,smiles,assay_name,true_label,true_label_clean,pred_label,pred_proba,has_true_label,is_correct,error_type,confidence,error_magnitude
TOX26078,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,NR-AR,1.0,1.0,0,0.027076492464765012,True,0.0,false_negative,0.9729235075352349,0.9729235075352349
TOX11980,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,NR-AR,1.0,1.0,0,0.001891707263066709,True,0.0,false_negative,0.9981082927369332,0.9981082927369332
TOX2162,N#Cc1cc(Br)c(O)c(Br)c1,NR-AR,1.0,1.0,0,0.026051954273957487,True,0.0,false_negative,0.9739480457260425,0.9739480457260425
TOX20724,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,NR-AR,0.0,0.0,1,0.9381339043964578,True,0.0,false_positive,0.9381339043964578,0.9381339043964578
TOX1282,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,NR-AR,0.0,0.0,1,0.6542656921681775,True,0.0,false_positive,0.6542656921681775,0.6542656921681775
TOX24875,CN(C)CCN(C)CCO,NR-AR,0.0,0.0,1,0.7435612101486462,True,0.0,false_positive,0.7435612101486462,0.7435612101486462
TOX22187,CCCCNC(=S)NCCCC,NR-AR,0.0,0.0,1,0.511809735590053,True,0.0,false_positive,0.511809735590053,0.511809735590053
TOX708,NNc1ccc(C(=O)O)cc1,NR-AR,1.0,1.0,0,0.06511079618622176,True,0.0,false_negative,0.9348892038137783,0.9348892038137783
TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,NR-AR,0.0,0.0,1,0.6915200511431494,True,0.0,false_positive,0.6915200511431494,0.6915200511431494
TOX3051,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,NR-AR,1.0,1.0,0,0.00020978752808234108,True,0.0,false_negative,0.9997902124719177,0.9997902124719177
TOX25572,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C,NR-AR,0.0,0.0,1,0.8225772217010221,True,0.0,false_positive,0.8225772217010221,0.8225772217010221
TOX771,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,NR-AR,0.0,0.0,1,0.8746906833468181,True,0.0,false_positive,0.8746906833468181,0.8746906833468181
TOX68,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,NR-AR,0.0,0.0,1,0.8965795130487105,True,0.0,false_positive,0.8965795130487105,0.8965795130487105
TOX27312,N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,NR-AR,1.0,1.0,0,0.005328928568065813,True,0.0,false_negative,0.9946710714319342,0.9946710714319342
TOX28164,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,NR-AR,0.0,0.0,1,0.5087979057388995,True,0.0,false_positive,0.5087979057388995,0.5087979057388995
TOX7103,C=C(C)C(=O)OCCCCCCCCCCCC,NR-AR,0.0,0.0,1,0.7994440314792167,True,0.0,false_positive,0.7994440314792167,0.7994440314792167
TOX778,C=C(C)[C@H]1CC=C(C)CC1,NR-AR,0.0,0.0,1,0.8638874128786428,True,0.0,false_positive,0.8638874128786428,0.8638874128786428
TOX13276,CCCOCC(C)OCC(C)O,NR-AR,0.0,0.0,1,0.5033253166864396,True,0.0,false_positive,0.5033253166864396,0.5033253166864396
TOX26093,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,NR-AR,0.0,0.0,1,0.5406131182404976,True,0.0,false_positive,0.5406131182404976,0.5406131182404976
TOX13674,COC1=CC(=O)O[C@@H](/C=C/c2ccc3c(c2)OCO3)C1,NR-AR,0.0,0.0,1,0.5652040978828051,True,0.0,false_positive,0.5652040978828051,0.5652040978828051
TOX25895,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,NR-AR,1.0,1.0,0,0.0787336812328446,True,0.0,false_negative,0.9212663187671554,0.9212663187671554
TOX24303,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],NR-AR,0.0,0.0,1,0.6948995736410514,True,0.0,false_positive,0.6948995736410514,0.6948995736410514
TOX27599,CCCCCCOC(=O)C(C)CC,NR-AR,0.0,0.0,1,0.5141476857462157,True,0.0,false_positive,0.5141476857462157,0.5141476857462157
TOX29323,CC[n+]1ccccc1,NR-AR,1.0,1.0,0,0.06377332553967567,True,0.0,false_negative,0.9362266744603244,0.9362266744603244
TOX4834,O=C/C=C/c1ccccc1,NR-AR,1.0,1.0,0,0.0013937926546826645,True,0.0,false_negative,0.9986062073453174,0.9986062073453174
TOX14181,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,NR-AR,0.0,0.0,1,0.9584763391360176,True,0.0,false_positive,0.9584763391360176,0.9584763391360176
TOX1166,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,NR-AR,0.0,0.0,1,0.6487993480513343,True,0.0,false_positive,0.6487993480513343,0.6487993480513343
TOX27874,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,NR-AR,0.0,0.0,1,0.9752303850070612,True,0.0,false_positive,0.9752303850070612,0.9752303850070612
TOX3478,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,NR-AR,0.0,0.0,1,0.9629183133030357,True,0.0,false_positive,0.9629183133030357,0.9629183133030357
TOX2630,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,NR-AR,1.0,1.0,0,0.0009591827847817186,True,0.0,false_negative,0.9990408172152183,0.9990408172152183
TOX25669,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,NR-AR,0.0,0.0,1,0.9437040340095764,True,0.0,false_positive,0.9437040340095764,0.9437040340095764
TOX26599,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,NR-AR,1.0,1.0,0,0.04763956220936733,True,0.0,false_negative,0.9523604377906326,0.9523604377906326
TOX28778,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,NR-AR,1.0,1.0,0,0.009094124978156194,True,0.0,false_negative,0.9909058750218438,0.9909058750218438
TOX4976,O=C(O)c1cccc(Cl)c1Cl,NR-AR,1.0,1.0,0,0.08689906191319961,True,0.0,false_negative,0.9131009380868004,0.9131009380868004
TOX28596,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,NR-AR,0.0,0.0,1,0.6885390055058547,True,0.0,false_positive,0.6885390055058547,0.6885390055058547
TOX26805,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,NR-AR,1.0,1.0,0,0.49358241180752627,True,0.0,false_negative,0.5064175881924737,0.5064175881924737
TOX3231,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,NR-AR,0.0,0.0,1,0.8974998701143738,True,0.0,false_positive,0.8974998701143738,0.8974998701143738
TOX24836,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,NR-AR,1.0,1.0,0,0.04370111443190489,True,0.0,false_negative,0.9562988855680951,0.9562988855680951
TOX491,CN(C)c1ccc(N=Nc2ccccc2)cc1,NR-AR,1.0,1.0,0,0.36879121382699964,True,0.0,false_negative,0.6312087861730004,0.6312087861730004
TOX2366,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,NR-AR,0.0,0.0,1,0.9772921930163728,True,0.0,false_positive,0.9772921930163728,0.9772921930163728
TOX25625,CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1,NR-AR,0.0,0.0,1,0.8596398753784013,True,0.0,false_positive,0.8596398753784013,0.8596398753784013
TOX5538,S=C1NC=NC2N=CNC12,NR-AR,0.0,0.0,1,0.7242321227041842,True,0.0,false_positive,0.7242321227041842,0.7242321227041842
TOX5406,C=C(C)C(=O)OCCCCCC,NR-AR,0.0,0.0,1,0.7994440314792167,True,0.0,false_positive,0.7994440314792167,0.7994440314792167
TOX1087,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,NR-AR,1.0,1.0,0,0.00047754069988171144,True,0.0,false_negative,0.9995224593001183,0.9995224593001183
TOX2915,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,NR-AR,1.0,1.0,0,0.03222608621588917,True,0.0,false_negative,0.9677739137841108,0.9677739137841108
TOX24624,C=CC(=O)OCCCCCCCC,NR-AR,0.0,0.0,1,0.8162001224247768,True,0.0,false_positive,0.8162001224247768,0.8162001224247768
TOX1384,FC(Cl)(Cl)Cl,NR-AR,1.0,1.0,0,0.007218402490898157,True,0.0,false_negative,0.9927815975091019,0.9927815975091019
TOX25956,C=Cc1c(C)c2cc3nc(c(CC(=O)[O-])c4[n-]c(cc5nc(cc1[n-]2)c(C)c5CC)c(C)c4C(=O)[O-])C(CCC(=O)[O-])C3C.[Cu+2],NR-AR,0.0,0.0,1,0.5917921566287601,True,0.0,false_positive,0.5917921566287601,0.5917921566287601
TOX4930,Cc1ccc(N)c(N)c1,NR-AR,0.0,0.0,1,0.7383361722525065,True,0.0,false_positive,0.7383361722525065,0.7383361722525065
TOX27050,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,NR-AR,0.0,0.0,1,0.6076013013719226,True,0.0,false_positive,0.6076013013719226,0.6076013013719226
